Date,Channel,CampaignType,CampaignName,Cost,Impressions,Clicks,Conversions,Revenue
2025-12-30,Meta Ads,Retargeting,FB_Retargeting_Catalog,319.76,26667,400,30,2404.03
2025-12-30,Microsoft Ads,Search,MS_Search_Brand,77.7,3250,130,6,497.11
2025-12-30,Microsoft Ads,Shopping,MS_Shopping_Feed,162.94,18133,272,7,566.25
2025-12-31,Google Ads,Search,GG_Search_Brand,195.81,4075,163,12,946.02
2025-12-31,Google Ads,Search,GG_Search_Generic,489.74,10200,408,14,1116.59
2025-12-31,Google Ads,PMax,GG_PMax_Performance,1246.76,51950,1039,74,5881.55
2025-12-31,Google Ads,Shopping,GG_Shopping_Top_Products,774.68,43067,646,49,3947.17
2025-12-31,Meta Ads,Prospecting,FB_Prospecting_Broad,728.46,60733,911,27,2197.73
2025-12-31,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,631.43,52600,789,34,2754.72
2025-12-31,Meta Ads,Retargeting,FB_Retargeting_Catalog,306.53,25533,383,28,2238.88
2025-12-31,Microsoft Ads,Search,MS_Search_Brand,79.22,3300,132,7,520.13
2025-12-31,Microsoft Ads,Shopping,MS_Shopping_Feed,132.03,14667,220,5,383.55
2026-01-01,Google Ads,Search,GG_Search_Brand,154.22,3225,129,8,678.46
2026-01-01,Google Ads,Search,GG_Search_Generic,372.32,7750,310,9,747.78
2026-01-01,Google Ads,PMax,GG_PMax_Performance,852.51,35500,710,40,3229.08
2026-01-01,Google Ads,Shopping,GG_Shopping_Top_Products,472.53,26267,394,22,1741.36
2026-01-01,Meta Ads,Prospecting,FB_Prospecting_Broad,565.12,47067,706,19,1529.78
2026-01-01,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,366.18,30533,458,14,1103.71
2026-01-01,Meta Ads,Retargeting,FB_Retargeting_Catalog,187.56,15600,234,12,993.35
2026-01-01,Microsoft Ads,Search,MS_Search_Brand,41.02,1700,68,2,167.67
2026-01-01,Microsoft Ads,Shopping,MS_Shopping_Feed,95.41,10600,159,3,233.36
2026-01-02,Google Ads,Search,GG_Search_Brand,144.94,3025,121,8,615.26
2026-01-02,Google Ads,Search,GG_Search_Generic,349.09,7275,291,8,674.8
2026-01-02,Google Ads,PMax,GG_PMax_Performance,633.88,26400,528,23,1868.06
2026-01-02,Google Ads,Shopping,GG_Shopping_Top_Products,501.53,27867,418,25,1993.06
2026-01-02,Meta Ads,Prospecting,FB_Prospecting_Broad,508.09,42333,635,16,1273.68
2026-01-02,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,397.27,33133,497,16,1317.49
2026-01-02,Meta Ads,Retargeting,FB_Retargeting_Catalog,167.69,14000,210,10,818.21
2026-01-02,Microsoft Ads,Search,MS_Search_Brand,50.76,2125,85,3,257.59
2026-01-02,Microsoft Ads,Shopping,MS_Shopping_Feed,93.41,10400,156,3,228.82
2026-01-03,Google Ads,Search,GG_Search_Brand,123.2,2575,103,6,466.74
2026-01-03,Google Ads,Search,GG_Search_Generic,331.33,6900,276,8,632.55
2026-01-03,Google Ads,PMax,GG_PMax_Performance,651.02,27150,543,25,2037.83
2026-01-03,Google Ads,Shopping,GG_Shopping_Top_Products,370.38,20600,309,14,1153.8
2026-01-03,Meta Ads,Prospecting,FB_Prospecting_Broad,446.68,37200,558,13,1030.08
2026-01-03,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,283.86,23667,355,9,715.55
2026-01-03,Meta Ads,Retargeting,FB_Retargeting_Catalog,161.38,13467,202,10,787.63
2026-01-03,Microsoft Ads,Search,MS_Search_Brand,44.39,1850,74,3,206.47
2026-01-03,Microsoft Ads,Shopping,MS_Shopping_Feed,79.11,8800,132,2,172.33
2026-01-04,Google Ads,Search,GG_Search_Brand,160.2,3350,134,9,722.55
2026-01-04,Google Ads,Search,GG_Search_Generic,394.38,8225,329,10,826.85
2026-01-04,Google Ads,PMax,GG_PMax_Performance,854.89,35600,712,40,3214.84
2026-01-04,Google Ads,Shopping,GG_Shopping_Top_Products,428.04,23800,357,18,1426.5
2026-01-04,Meta Ads,Prospecting,FB_Prospecting_Broad,577.97,48133,722,20,1581.64
2026-01-04,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,422.22,35200,528,18,1435.48
2026-01-04,Meta Ads,Retargeting,FB_Retargeting_Catalog,207.52,17267,259,15,1193.8
2026-01-04,Microsoft Ads,Search,MS_Search_Brand,47.74,2000,80,3,222.13
2026-01-04,Microsoft Ads,Shopping,MS_Shopping_Feed,102.4,11400,171,3,264.57
2026-01-05,Google Ads,Search,GG_Search_Brand,169.69,3525,141,10,791.89
2026-01-05,Google Ads,Search,GG_Search_Generic,396.37,8250,330,10,819.79
2026-01-05,Google Ads,PMax,GG_PMax_Performance,928.59,38700,774,46,3696.35
2026-01-05,Google Ads,Shopping,GG_Shopping_Top_Products,496.86,27600,414,23,1864.29
2026-01-05,Meta Ads,Prospecting,FB_Prospecting_Broad,572.79,47733,716,19,1526.57
2026-01-05,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,450.99,37600,564,20,1598.67
2026-01-05,Meta Ads,Retargeting,FB_Retargeting_Catalog,192.71,16067,241,13,1017.45
2026-01-05,Microsoft Ads,Search,MS_Search_Brand,54.24,2250,90,3,278.42
2026-01-05,Microsoft Ads,Shopping,MS_Shopping_Feed,102.18,11333,170,3,258.73
2026-01-06,Google Ads,Search,GG_Search_Brand,138.04,2875,115,7,538.35
2026-01-06,Google Ads,Search,GG_Search_Generic,410.21,8550,342,11,883.24
2026-01-06,Google Ads,PMax,GG_PMax_Performance,841.85,35100,702,39,3092.89
2026-01-06,Google Ads,Shopping,GG_Shopping_Top_Products,537.5,29867,448,27,2186.04
2026-01-06,Meta Ads,Prospecting,FB_Prospecting_Broad,661.14,55067,826,25,2026.27
2026-01-06,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,443.21,36933,554,20,1560.28
2026-01-06,Meta Ads,Retargeting,FB_Retargeting_Catalog,221.83,18467,277,17,1343.41
2026-01-06,Microsoft Ads,Search,MS_Search_Brand,55.27,2300,92,4,291.25
2026-01-06,Microsoft Ads,Shopping,MS_Shopping_Feed,88.27,9800,147,2,197.21
2026-01-07,Google Ads,Search,GG_Search_Brand,124.83,2600,104,6,447.94
2026-01-07,Google Ads,Search,GG_Search_Generic,365.84,7625,305,9,716.01
2026-01-07,Google Ads,PMax,GG_PMax_Performance,828.54,34500,690,38,3028.14
2026-01-07,Google Ads,Shopping,GG_Shopping_Top_Products,493.01,27400,411,23,1870.5
2026-01-07,Meta Ads,Prospecting,FB_Prospecting_Broad,539.48,44933,674,17,1385.9
2026-01-07,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,420.27,35000,525,18,1422.87
2026-01-07,Meta Ads,Retargeting,FB_Retargeting_Catalog,183.7,15333,230,12,945.28
2026-01-07,Microsoft Ads,Search,MS_Search_Brand,42.12,1750,70,2,174.67
2026-01-07,Microsoft Ads,Shopping,MS_Shopping_Feed,90.49,10067,151,3,208.8
2026-01-08,Google Ads,Search,GG_Search_Brand,145.81,3050,122,8,609.45
2026-01-08,Google Ads,Search,GG_Search_Generic,391.1,8150,326,10,821.68
2026-01-08,Google Ads,PMax,GG_PMax_Performance,813.37,33900,678,37,2951.59
2026-01-08,Google Ads,Shopping,GG_Shopping_Top_Products,412.34,22933,344,17,1340.64
2026-01-08,Meta Ads,Prospecting,FB_Prospecting_Broad,605.05,50400,756,22,1743.45
2026-01-08,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,373.09,31067,466,14,1143.99
2026-01-08,Meta Ads,Retargeting,FB_Retargeting_Catalog,214.47,17867,268,16,1283.87
2026-01-08,Microsoft Ads,Search,MS_Search_Brand,47.91,2000,80,3,225.86
2026-01-08,Microsoft Ads,Shopping,MS_Shopping_Feed,89.35,9933,149,3,205.76
2026-01-09,Google Ads,Search,GG_Search_Brand,139.63,2900,116,7,572.78
2026-01-09,Google Ads,Search,GG_Search_Generic,385.98,8050,322,10,818.18
2026-01-09,Google Ads,PMax,GG_PMax_Performance,671.8,28000,560,26,2088.89
2026-01-09,Google Ads,Shopping,GG_Shopping_Top_Products,417.07,23200,348,17,1399.32
2026-01-09,Meta Ads,Prospecting,FB_Prospecting_Broad,529.81,44133,662,17,1380.34
2026-01-09,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,384.03,32000,480,15,1234.71
2026-01-09,Meta Ads,Retargeting,FB_Retargeting_Catalog,178.39,14867,223,12,921.44
2026-01-09,Microsoft Ads,Search,MS_Search_Brand,38.27,1600,64,2,149.83
2026-01-09,Microsoft Ads,Shopping,MS_Shopping_Feed,94.96,10533,158,3,236.12
2026-01-10,Google Ads,Search,GG_Search_Brand,125.33,2600,104,6,482.36
2026-01-10,Google Ads,Search,GG_Search_Generic,354.89,7400,296,9,721.79
2026-01-10,Google Ads,PMax,GG_PMax_Performance,737.49,30750,615,32,2589.33
2026-01-10,Google Ads,Shopping,GG_Shopping_Top_Products,444.79,24733,371,21,1640.93
2026-01-10,Meta Ads,Prospecting,FB_Prospecting_Broad,530.35,44200,663,18,1433.23
2026-01-10,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,369.6,30800,462,15,1188.95
2026-01-10,Meta Ads,Retargeting,FB_Retargeting_Catalog,175.99,14667,220,12,930.4
2026-01-10,Microsoft Ads,Search,MS_Search_Brand,37.63,1575,63,2,150.29
2026-01-10,Microsoft Ads,Shopping,MS_Shopping_Feed,82.57,9200,138,2,187.09
2026-01-11,Google Ads,Search,GG_Search_Brand,166.76,3475,139,10,780.11
2026-01-11,Google Ads,Search,GG_Search_Generic,361.15,7525,301,9,698.5
2026-01-11,Google Ads,PMax,GG_PMax_Performance,864.3,36000,720,41,3282.75
2026-01-11,Google Ads,Shopping,GG_Shopping_Top_Products,478.78,26600,399,22,1768.44
2026-01-11,Meta Ads,Prospecting,FB_Prospecting_Broad,614.16,51200,768,22,1776.61
2026-01-11,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,403.59,33600,504,16,1316.82
2026-01-11,Meta Ads,Retargeting,FB_Retargeting_Catalog,189.3,15800,237,13,1001.32
2026-01-11,Microsoft Ads,Search,MS_Search_Brand,52.79,2200,88,3,269.31
2026-01-11,Microsoft Ads,Shopping,MS_Shopping_Feed,102.98,11467,172,3,267.44
2026-01-12,Google Ads,Search,GG_Search_Brand,166.54,3475,139,10,764.08
2026-01-12,Google Ads,Search,GG_Search_Generic,392.01,8175,327,10,802.61
2026-01-12,Google Ads,PMax,GG_PMax_Performance,802.57,33450,669,35,2797.84
2026-01-12,Google Ads,Shopping,GG_Shopping_Top_Products,530.76,29467,442,26,2115.09
2026-01-12,Meta Ads,Prospecting,FB_Prospecting_Broad,667.59,55600,834,26,2045.93
2026-01-12,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,393.45,32800,492,15,1231.67
2026-01-12,Meta Ads,Retargeting,FB_Retargeting_Catalog,181.78,15133,227,11,909.73
2026-01-12,Microsoft Ads,Search,MS_Search_Brand,55.88,2325,93,4,294.76
2026-01-12,Microsoft Ads,Shopping,MS_Shopping_Feed,107.89,12000,180,4,287.05
2026-01-13,Google Ads,Search,GG_Search_Brand,159.16,3325,133,9,707.0
2026-01-13,Google Ads,Search,GG_Search_Generic,395.85,8250,330,10,825.02
2026-01-13,Google Ads,PMax,GG_PMax_Performance,715.11,29800,596,28,2262.93
2026-01-13,Google Ads,Shopping,GG_Shopping_Top_Products,549.28,30533,458,28,2278.42
2026-01-13,Meta Ads,Prospecting,FB_Prospecting_Broad,602.95,50267,754,21,1699.23
2026-01-13,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,365.87,30467,457,14,1081.1
2026-01-13,Meta Ads,Retargeting,FB_Retargeting_Catalog,225.11,18733,281,17,1381.61
2026-01-13,Microsoft Ads,Search,MS_Search_Brand,0.0,0,0,0,0.0
2026-01-13,Microsoft Ads,Shopping,MS_Shopping_Feed,0.0,0,0,0,0.0
2026-01-14,Google Ads,Search,GG_Search_Brand,155.99,3250,130,9,686.72
2026-01-14,Google Ads,Search,GG_Search_Generic,421.37,8775,351,12,938.42
2026-01-14,Google Ads,PMax,GG_PMax_Performance,741.59,30900,618,31,2449.04
2026-01-14,Google Ads,Shopping,GG_Shopping_Top_Products,447.65,24867,373,19,1554.62
2026-01-14,Meta Ads,Prospecting,FB_Prospecting_Broad,549.69,45800,687,18,1436.68
2026-01-14,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,378.17,31533,473,15,1162.62
2026-01-14,Meta Ads,Retargeting,FB_Retargeting_Catalog,216.97,18067,271,16,1299.89
2026-01-14,Microsoft Ads,Search,MS_Search_Brand,0.0,0,0,0,0.0
2026-01-14,Microsoft Ads,Shopping,MS_Shopping_Feed,0.0,0,0,0,0.0
2026-01-15,Google Ads,Search,GG_Search_Brand,128.4,2675,107,6,477.54
2026-01-15,Google Ads,Search,GG_Search_Generic,379.74,7900,316,10,776.6
2026-01-15,Google Ads,PMax,GG_PMax_Performance,733.08,30550,611,30,2418.88
2026-01-15,Google Ads,Shopping,GG_Shopping_Top_Products,425.76,23667,355,18,1425.73
2026-01-15,Meta Ads,Prospecting,FB_Prospecting_Broad,525.87,43800,657,17,1332.52
2026-01-15,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,425.57,35467,532,18,1471.6
2026-01-15,Meta Ads,Retargeting,FB_Retargeting_Catalog,209.51,17467,262,15,1227.75
2026-01-15,Microsoft Ads,Search,MS_Search_Brand,0.0,0,0,0,0.0
2026-01-15,Microsoft Ads,Shopping,MS_Shopping_Feed,0.0,0,0,0,0.0
2026-01-16,Google Ads,Search,GG_Search_Brand,118.74,2475,99,5,419.53
2026-01-16,Google Ads,Search,GG_Search_Generic,369.42,7700,308,9,752.21
2026-01-16,Google Ads,PMax,GG_PMax_Performance,707.7,29500,590,29,2308.6
2026-01-16,Google Ads,Shopping,GG_Shopping_Top_Products,387.76,21533,323,15,1216.3
2026-01-16,Meta Ads,Prospecting,FB_Prospecting_Broad,507.42,42267,634,16,1270.47
2026-01-16,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,356.7,29733,446,13,1071.74
2026-01-16,Meta Ads,Retargeting,FB_Retargeting_Catalog,158.26,13200,198,9,732.03
2026-01-16,Microsoft Ads,Search,MS_Search_Brand,0.0,0,0,0,0.0
2026-01-16,Microsoft Ads,Shopping,MS_Shopping_Feed,0.0,0,0,0,0.0
2026-01-17,Google Ads,Search,GG_Search_Brand,115.1,2400,96,5,409.48
2026-01-17,Google Ads,Search,GG_Search_Generic,365.7,7625,305,10,764.56
2026-01-17,Google Ads,PMax,GG_PMax_Performance,666.13,27750,555,27,2129.74
2026-01-17,Google Ads,Shopping,GG_Shopping_Top_Products,453.83,25200,378,21,1705.48
2026-01-17,Meta Ads,Prospecting,FB_Prospecting_Broad,520.33,43333,650,17,1381.7
2026-01-17,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,330.71,27533,413,12,960.4
2026-01-17,Meta Ads,Retargeting,FB_Retargeting_Catalog,181.42,15133,227,12,986.28
2026-01-17,Microsoft Ads,Search,MS_Search_Brand,0.0,0,0,0,0.0
2026-01-17,Microsoft Ads,Shopping,MS_Shopping_Feed,0.0,0,0,0,0.0
2026-01-18,Google Ads,Search,GG_Search_Brand,126.35,2625,105,6,458.52
2026-01-18,Google Ads,Search,GG_Search_Generic,366.66,7650,306,9,719.08
2026-01-18,Google Ads,PMax,GG_PMax_Performance,792.03,33000,660,35,2778.0
2026-01-18,Google Ads,Shopping,GG_Shopping_Top_Products,430.55,23933,359,18,1442.57
2026-01-18,Meta Ads,Prospecting,FB_Prospecting_Broad,582.33,48533,728,20,1604.57
2026-01-18,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,364.84,30400,456,14,1085.32
2026-01-18,Meta Ads,Retargeting,FB_Retargeting_Catalog,207.87,17333,260,15,1197.68
2026-01-18,Microsoft Ads,Search,MS_Search_Brand,41.65,1725,69,2,171.0
2026-01-18,Microsoft Ads,Shopping,MS_Shopping_Feed,85.41,9467,142,2,186.87
2026-01-19,Google Ads,Search,GG_Search_Brand,151.17,3150,126,8,635.04
2026-01-19,Google Ads,Search,GG_Search_Generic,388.13,8075,323,10,787.48
2026-01-19,Google Ads,PMax,GG_PMax_Performance,917.62,38250,765,45,3613.56
2026-01-19,Google Ads,Shopping,GG_Shopping_Top_Products,443.72,24667,370,19,1500.98
2026-01-19,Meta Ads,Prospecting,FB_Prospecting_Broad,690.29,57533,863,27,2180.65
2026-01-19,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,367.93,30667,460,14,1083.17
2026-01-19,Meta Ads,Retargeting,FB_Retargeting_Catalog,186.94,15600,234,12,959.92
2026-01-19,Microsoft Ads,Search,MS_Search_Brand,45.24,1875,75,2,196.75
2026-01-19,Microsoft Ads,Shopping,MS_Shopping_Feed,110.9,12333,185,4,302.55
2026-01-20,Google Ads,Search,GG_Search_Brand,143.63,3000,120,7,580.91
2026-01-20,Google Ads,Search,GG_Search_Generic,451.36,9400,376,13,1060.16
2026-01-20,Google Ads,PMax,GG_PMax_Performance,897.21,37400,748,44,3492.8
2026-01-20,Google Ads,Shopping,GG_Shopping_Top_Products,529.54,29400,441,27,2124.61
2026-01-20,Meta Ads,Prospecting,FB_Prospecting_Broad,563.0,46933,704,19,1490.16
2026-01-20,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,412.54,34400,516,17,1360.55
2026-01-20,Meta Ads,Retargeting,FB_Retargeting_Catalog,225.48,18800,282,17,1385.92
2026-01-20,Microsoft Ads,Search,MS_Search_Brand,51.31,2150,86,3,252.69
2026-01-20,Microsoft Ads,Shopping,MS_Shopping_Feed,109.32,12133,182,4,297.0
2026-01-21,Google Ads,Search,GG_Search_Brand,145.17,3025,121,7,598.48
2026-01-21,Google Ads,Search,GG_Search_Generic,365.1,7600,304,9,713.23
2026-01-21,Google Ads,PMax,GG_PMax_Performance,755.14,31450,629,32,2535.55
2026-01-21,Google Ads,Shopping,GG_Shopping_Top_Products,440.2,24467,367,19,1505.32
2026-01-21,Meta Ads,Prospecting,FB_Prospecting_Broad,527.53,43933,659,17,1327.59
2026-01-21,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,421.05,35067,526,18,1427.9
2026-01-21,Meta Ads,Retargeting,FB_Retargeting_Catalog,214.81,17933,269,16,1275.31
2026-01-21,Microsoft Ads,Search,MS_Search_Brand,46.94,1950,78,3,215.04
2026-01-21,Microsoft Ads,Shopping,MS_Shopping_Feed,102.64,11400,171,3,265.75
2026-01-22,Google Ads,Search,GG_Search_Brand,142.95,2975,119,7,586.74
2026-01-22,Google Ads,Search,GG_Search_Generic,324.6,6775,271,7,574.61
2026-01-22,Google Ads,PMax,GG_PMax_Performance,761.96,31750,635,33,2604.81
2026-01-22,Google Ads,Shopping,GG_Shopping_Top_Products,424.54,23600,354,18,1417.87
2026-01-22,Meta Ads,Prospecting,FB_Prospecting_Broad,606.38,50533,758,22,1750.75
2026-01-22,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,334.83,27933,419,12,929.43
2026-01-22,Meta Ads,Retargeting,FB_Retargeting_Catalog,169.12,14067,211,10,814.44
2026-01-22,Microsoft Ads,Search,MS_Search_Brand,52.92,2200,88,3,273.16
2026-01-22,Microsoft Ads,Shopping,MS_Shopping_Feed,102.49,11400,171,3,267.59
2026-01-23,Google Ads,Search,GG_Search_Brand,137.13,2850,114,7,553.27
2026-01-23,Google Ads,Search,GG_Search_Generic,308.4,6425,257,7,531.7
2026-01-23,Google Ads,PMax,GG_PMax_Performance,622.69,25950,519,23,1805.09
2026-01-23,Google Ads,Shopping,GG_Shopping_Top_Products,406.72,22600,339,17,1333.3
2026-01-23,Meta Ads,Prospecting,FB_Prospecting_Broad,473.52,39467,592,14,1112.26
2026-01-23,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,342.88,28600,429,12,993.43
2026-01-23,Meta Ads,Retargeting,FB_Retargeting_Catalog,185.28,15467,232,12,990.88
2026-01-23,Microsoft Ads,Search,MS_Search_Brand,41.39,1725,69,2,174.2
2026-01-23,Microsoft Ads,Shopping,MS_Shopping_Feed,100.44,11133,167,3,262.94
2026-01-24,Google Ads,Search,GG_Search_Brand,138.07,2875,115,7,580.89
2026-01-24,Google Ads,Search,GG_Search_Generic,333.7,6950,278,8,641.28
2026-01-24,Google Ads,PMax,GG_PMax_Performance,630.21,26250,525,24,1914.32
2026-01-24,Google Ads,Shopping,GG_Shopping_Top_Products,450.43,25000,375,21,1681.1
2026-01-24,Meta Ads,Prospecting,FB_Prospecting_Broad,426.45,35533,533,12,942.01
2026-01-24,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,291.84,24333,365,9,754.87
2026-01-24,Meta Ads,Retargeting,FB_Retargeting_Catalog,163.65,13667,205,10,809.07
2026-01-24,Microsoft Ads,Search,MS_Search_Brand,40.49,1675,67,2,173.01
2026-01-24,Microsoft Ads,Shopping,MS_Shopping_Feed,68.97,7667,115,2,132.27
2026-01-25,Google Ads,Search,GG_Search_Brand,157.65,3275,131,9,700.69
2026-01-25,Google Ads,Search,GG_Search_Generic,393.15,8200,328,10,821.9
2026-01-25,Google Ads,PMax,GG_PMax_Performance,792.17,33000,660,35,2778.95
2026-01-25,Google Ads,Shopping,GG_Shopping_Top_Products,530.0,29467,442,27,2148.05
2026-01-25,Meta Ads,Prospecting,FB_Prospecting_Broad,578.91,48267,724,20,1586.6
2026-01-25,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,411.15,34267,514,17,1364.41
2026-01-25,Meta Ads,Retargeting,FB_Retargeting_Catalog,167.35,13933,209,10,790.42
2026-01-25,Microsoft Ads,Search,MS_Search_Brand,44.79,1875,75,2,196.57
2026-01-25,Microsoft Ads,Shopping,MS_Shopping_Feed,104.15,11600,174,3,273.3
2026-01-26,Google Ads,Search,GG_Search_Brand,147.46,3075,123,8,605.52
2026-01-26,Google Ads,Search,GG_Search_Generic,416.13,8675,347,11,899.72
2026-01-26,Google Ads,PMax,GG_PMax_Performance,861.77,35900,718,40,3205.58
2026-01-26,Google Ads,Shopping,GG_Shopping_Top_Products,451.97,25133,377,19,1554.97
2026-01-26,Meta Ads,Prospecting,FB_Prospecting_Broad,661.8,55133,827,25,2012.16
2026-01-26,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,408.39,34000,510,17,1322.69
2026-01-26,Meta Ads,Retargeting,FB_Retargeting_Catalog,188.2,15667,235,12,972.34
2026-01-26,Microsoft Ads,Search,MS_Search_Brand,52.72,2200,88,3,263.77
2026-01-26,Microsoft Ads,Shopping,MS_Shopping_Feed,88.2,9800,147,2,195.19
2026-01-27,Google Ads,Search,GG_Search_Brand,140.04,2925,117,7,553.41
2026-01-27,Google Ads,Search,GG_Search_Generic,400.96,8350,334,11,845.52
2026-01-27,Google Ads,PMax,GG_PMax_Performance,702.85,29300,586,27,2189.04
2026-01-27,Google Ads,Shopping,GG_Shopping_Top_Products,537.2,29867,448,27,2183.7
2026-01-27,Meta Ads,Prospecting,FB_Prospecting_Broad,513.76,42800,642,16,1250.14
2026-01-27,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,412.51,34400,516,17,1360.38
2026-01-27,Meta Ads,Retargeting,FB_Retargeting_Catalog,215.31,17933,269,16,1269.12
2026-01-27,Microsoft Ads,Search,MS_Search_Brand,53.07,2200,88,3,269.48
2026-01-27,Microsoft Ads,Shopping,MS_Shopping_Feed,106.67,11867,178,4,283.43
2026-01-28,Google Ads,Search,GG_Search_Brand,136.52,2850,114,7,531.94
2026-01-28,Google Ads,Search,GG_Search_Generic,399.22,8325,333,11,846.35
2026-01-28,Google Ads,PMax,GG_PMax_Performance,851.34,35450,709,40,3189.35
2026-01-28,Google Ads,Shopping,GG_Shopping_Top_Products,539.4,29933,449,28,2221.34
2026-01-28,Meta Ads,Prospecting,FB_Prospecting_Broad,622.36,51867,778,23,1822.22
2026-01-28,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,348.49,29067,436,12,993.94
2026-01-28,Meta Ads,Retargeting,FB_Retargeting_Catalog,208.64,17400,261,15,1206.22
2026-01-28,Microsoft Ads,Search,MS_Search_Brand,45.17,1875,75,2,199.83
2026-01-28,Microsoft Ads,Shopping,MS_Shopping_Feed,105.05,11667,175,3,277.8
2026-01-29,Google Ads,Search,GG_Search_Brand,158.91,3300,132,9,718.45
2026-01-29,Google Ads,Search,GG_Search_Generic,356.5,7425,297,9,688.03
2026-01-29,Google Ads,PMax,GG_PMax_Performance,858.22,35750,715,41,3270.46
2026-01-29,Google Ads,Shopping,GG_Shopping_Top_Products,431.79,24000,360,18,1464.76
2026-01-29,Meta Ads,Prospecting,FB_Prospecting_Broad,613.36,51133,767,22,1789.51
2026-01-29,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,321.68,26800,402,11,860.47
2026-01-29,Meta Ads,Retargeting,FB_Retargeting_Catalog,160.28,13333,200,9,734.54
2026-01-29,Microsoft Ads,Search,MS_Search_Brand,43.05,1800,72,2,183.99
2026-01-29,Microsoft Ads,Shopping,MS_Shopping_Feed,93.86,10400,156,3,226.15
2026-01-30,Google Ads,Search,GG_Search_Brand,146.84,3050,122,8,630.8
2026-01-30,Google Ads,Search,GG_Search_Generic,394.1,8200,328,11,851.46
2026-01-30,Google Ads,PMax,GG_PMax_Performance,785.02,32700,654,35,2816.27
2026-01-30,Google Ads,Shopping,GG_Shopping_Top_Products,498.21,27667,415,25,1967.92
2026-01-30,Meta Ads,Prospecting,FB_Prospecting_Broad,514.95,42933,644,16,1306.94
2026-01-30,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,347.0,28933,434,13,1016.5
2026-01-30,Meta Ads,Retargeting,FB_Retargeting_Catalog,164.91,13733,206,10,792.36
2026-01-30,Microsoft Ads,Search,MS_Search_Brand,38.88,1625,65,2,154.41
2026-01-30,Microsoft Ads,Shopping,MS_Shopping_Feed,94.53,10533,158,3,234.08
2026-01-31,Google Ads,Search,GG_Search_Brand,118.92,2475,99,5,436.03
2026-01-31,Google Ads,Search,GG_Search_Generic,288.77,6025,241,6,485.39
2026-01-31,Google Ads,PMax,GG_PMax_Performance,589.01,24550,491,21,1680.5
2026-01-31,Google Ads,Shopping,GG_Shopping_Top_Products,410.44,22800,342,18,1406.1
2026-01-31,Meta Ads,Prospecting,FB_Prospecting_Broad,555.02,46267,694,20,1563.86
2026-01-31,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,320.18,26667,400,11,902.46
2026-01-31,Meta Ads,Retargeting,FB_Retargeting_Catalog,170.37,14200,213,11,874.12
2026-01-31,Microsoft Ads,Search,MS_Search_Brand,41.86,1750,70,2,184.47
2026-01-31,Microsoft Ads,Shopping,MS_Shopping_Feed,71.65,7933,119,2,142.36
2026-02-01,Google Ads,Search,GG_Search_Brand,152.92,3175,127,8,653.99
2026-02-01,Google Ads,Search,GG_Search_Generic,405.42,8450,338,11,862.32
2026-02-01,Google Ads,PMax,GG_PMax_Performance,816.16,34000,680,36,2910.55
2026-02-01,Google Ads,Shopping,GG_Shopping_Top_Products,466.92,25933,389,21,1667.36
2026-02-01,Meta Ads,Prospecting,FB_Prospecting_Broad,644.67,53733,806,24,1928.08
2026-02-01,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,444.98,37067,556,20,1569.8
2026-02-01,Meta Ads,Retargeting,FB_Retargeting_Catalog,220.6,18400,276,17,1327.24
2026-02-01,Microsoft Ads,Search,MS_Search_Brand,49.33,2050,82,3,233.95
2026-02-01,Microsoft Ads,Shopping,MS_Shopping_Feed,112.48,12467,187,4,313.1
2026-02-02,Google Ads,Search,GG_Search_Brand,170.57,3550,142,10,791.13
2026-02-02,Google Ads,Search,GG_Search_Generic,372.31,7750,310,9,719.32
